text,label,merchant_family,split
KUNG FU TEA,Food,bulk_food_debit_train_158,train
PAYPAL *ALBERTSONS XQEPQFO5ZN,Food,bulk_food_debit_train_159,train
Smart And Final 5843 Oak Blvd Pittsburgh 15201 Pa Usa,Food,bulk_food_debit_train_160,train
Bombay Spice 1864 Center Way Orlando 32801 Fl Usa,Food,bulk_food_debit_train_161,train
lion supermarket 1907 san jose,Food,bulk_food_debit_train_162,train
CASA OLE 6502 OAK LN MIAMI 33101 FL USA,Food,bulk_food_debit_train_163,train
CARDENAS 9864 LOS ANGELES,Food,bulk_food_debit_train_164,train
BURGER KING #084 PORTLAND,Food,bulk_food_debit_train_165,train
RALPH'S 2775 ELM CT HAYWARD 94541 CA USA,Food,bulk_food_debit_train_166,train
TST* green market cafe,Food,bulk_food_debit_train_167,train
FOOD 4 LESS 8407 AUSTIN,Food,bulk_food_debit_train_168,train
ALBERTSONS 9815 LOS ANGELES,Food,bulk_food_debit_train_169,train
Tacos El Gordo 4847 Elm Ct San Francisco 94102 Ca Usa,Food,bulk_food_debit_train_170,train
piggly wiggly 9180 elm way atlanta 30301-8895ga usa,Food,bulk_food_debit_train_171,train
harrist orl #37240,Food,bulk_food_debit_train_172,train
DIM SUM KING 8297 MAIN CT MINNEAPOLIS 55401 MN USA,Food,bulk_food_debit_train_173,train
Albertsons 1468 Union City,Food,bulk_food_debit_train_174,train
SEAFOOD CITY 7551 FREMONT,Food,bulk_food_debit_train_175,train
CLV*FARM HOUSE KITCHEN,Food,bulk_food_debit_train_176,train
PAYMENT TO: WENDY'S,Food,bulk_food_debit_train_177,train
TAISHOKEN RAMEN - SAN DIEGO,Food,bulk_food_debit_train_178,train
TST* RED LOBSTER #327,Food,bulk_food_debit_train_179,train
TST*KUNG FU TEA - INDIANAPOLIS,Food,bulk_food_debit_train_180,train
COSTCO WHSE 6248 INDUSTRIAL BLVD SEATTLE98101 WA USA,Food,bulk_food_debit_train_181,train
JERK CHICKEN*GFRSHDJC97,Food,bulk_food_debit_train_182,train
Seafood City 4044 University Ct Brooklyn 11201 Ny Usa,Food,bulk_food_debit_train_183,train
FRESH MARKET 2549 MISSION CT PHILADELPHIA 19101 PA USA,Food,bulk_food_debit_train_184,train
PAYPAL *VONS WLLU2CMR6L,Food,bulk_food_debit_train_185,train
Kbbq House #93886 San Jose,Food,bulk_food_debit_train_186,train
Stop & Shop*apfdal2a,Food,bulk_food_debit_train_187,train
NATURAL GROCERS 7652 ELM PKWY SAN FRANCISCO94102 CA USA,Food,bulk_food_debit_train_188,train
SMARTFINAL #967 RALEIGH,Food,bulk_food_debit_train_189,train
CHICKFILA SAN DIEGO,Food,bulk_food_debit_train_190,train
PYPL*marukai,Food,bulk_food_debit_train_191,train
RALLY'S,Food,bulk_food_debit_train_192,train
HABIT BURGER 7812 PARK LN DALLAS75201 TX USA,Food,bulk_food_debit_train_193,train
SONIC - PITTSBURGH,Food,bulk_food_debit_train_194,train
Applebee's 7456 Market Ave Los Angeles90001 Ca Usa,Food,bulk_food_debit_train_195,train
SONIC 6229 UNIVERSITY WAY NEW YORK 10001-5493NY USA,Food,bulk_food_debit_train_196,train
CHIPOTLE 9481 ELM ST INDIANAPOLIS46201 IN USA,Food,bulk_food_debit_train_197,train
TST*fatburger,Food,bulk_food_debit_train_198,train
MASTER SHIN - BROOKLYN,Food,bulk_food_debit_train_199,train
ralphs hay #55094,Food,bulk_food_debit_train_200,train
CLV*BBQ PIT - DALLAS,Food,bulk_food_debit_train_201,train
SMART AND FINAL #4793 FREMONT,Food,bulk_food_debit_train_202,train
KEBAB PALACE #788 NEWARK,Food,bulk_food_debit_train_203,train
SHAWS AUS #26320,Food,bulk_food_debit_train_204,train
Stop & Shop 723 University Pkwy Dallas 75201 Tx Usa,Food,bulk_food_debit_train_205,train
CHINA WOK #2557 NASHVILLE,Food,bulk_food_debit_train_206,train
FRESH MARKET 2053 AUSTIN,Food,bulk_food_debit_train_207,train
SAVEMART #75556 CHARLOTT,Food,bulk_food_debit_train_208,train
HARRISTEET HAY #007,Food,bulk_food_debit_train_209,train
SAVEMART 4995 NEWARK,Food,bulk_food_debit_train_210,train
HAIDILAO #01570 LOS ANGELES,Food,bulk_food_debit_train_211,train
SPROUTS SAC #802,Food,bulk_food_debit_train_212,train
preapproved payment bill user payment: china wok,Food,bulk_food_debit_train_213,train
Natural Grocers 7955,Food,bulk_food_credit_train_214,train
TST* soup kitchen - NEW YORK,Food,bulk_food_debit_train_215,train
KROGER 6091 MAIN ST TAMPA 33601 FL USA,Food,bulk_food_debit_train_216,train
TRADERJOES #67737,Food,bulk_food_debit_train_217,train
PAYPAL *IHOP 783XJHFNGL,Food,bulk_food_debit_train_218,train
RALLY'S - ATLANTA,Food,bulk_food_debit_train_219,train
IN-N-OUT 4287 CENTER RD BROOKLYN 11201-2633NY USA,Food,bulk_food_debit_train_220,train
WINGSTOP NEWARK,Food,bulk_food_debit_train_221,train
COSTCO WHSE 2366 MISSION CT TAMPA 33601 FL USA,Food,bulk_food_debit_train_222,train
PORTILLO'S - UNION CITY,Food,bulk_food_debit_train_223,train
HARRIS TEETER #94216 RALEIGH,Food,bulk_food_debit_train_224,train
DOORDASH*HAIDILAO,Food,bulk_food_debit_train_225,train
shaw's 3392 san diego,Food,bulk_food_debit_train_226,train
PAYPAL *P.F. CHANG'S 73PAOMLS6Z,Food,bulk_food_debit_train_227,train
WINGSTOP DENVER,Food,bulk_food_debit_train_228,train
PAYPAL *CARIBOU COFFEE Q9K0SFQTF6,Food,bulk_food_debit_train_229,train
Sushi Spot 6049 Market Rd Dallas 75201-4448tx Usa,Food,bulk_food_debit_train_230,train
BUYER PAYMENT: SHARETEA,Food,bulk_food_debit_train_231,train
NANDO'S 8898 UNIVERSITY ST COLUMBUS43201 OH USA,Food,bulk_food_debit_train_232,train
BJSWHOLESA #8008,Food,bulk_food_debit_train_233,train
CLV*KEBAB PALACE,Food,bulk_food_debit_train_234,train
SUBSCRIPTION PAYMENT: LION SUPERMARKET,Food,bulk_food_debit_train_235,train
DAVE'S HOT CHICKEN SAN JOSE 1945,Food,bulk_food_debit_train_236,train
RALPH'S 2027 BROADWAY ST NASHVILLE37201 TN USA,Food,bulk_food_debit_train_237,train
DUNKIN 83773,Food,bulk_food_debit_train_238,train
KROGER 1256 UNION CITY,Food,bulk_food_debit_train_239,train
PAYPAL *IPPUDO WH72OWM97O,Food,bulk_food_debit_train_240,train
FOOD 4 LESS 7313 ORLANDO,Food,bulk_food_debit_train_241,train
MARUGAME UDON*W2I4UW1R,Food,bulk_food_debit_train_242,train
MARUGAME UDON #43436 ORLANDO,Food,bulk_food_credit_train_243,train
FRESH MARKET #054 DALLAS,Food,bulk_food_debit_train_244,train
PAYPAL INST XFER CARIBOU COFFEE WEB ID: PAYPALSI23,Food,bulk_food_debit_train_245,train
LUCKY 6801 MAIN AVE LAS VEGAS 89101-0087NV USA,Food,bulk_food_debit_train_246,train
GIANT EAGLE 2644 CENTER ST OAKLAND 94601-7265CA USA,Food,bulk_food_debit_train_247,train
FOOD 4 LESS 6160 PARK BLVD BOSTON02101 MA USA,Food,bulk_food_debit_train_248,train
RALPH'S 4613 OAK DR AUSTIN 78701 TX USA,Food,bulk_food_debit_train_249,train
SAFEWAY #980,Food,bulk_food_debit_train_250,train
BJ'S WHOLESALE #6298 SALT LAKE CITY,Food,bulk_food_debit_train_251,train
PYPL*P.F. CHANG'S,Food,bulk_food_debit_train_252,train
WHOLEFDS #1512 TAMPA,Food,bulk_food_debit_train_253,train
FRESH MARKET #68006 LAS VEGAS,Food,bulk_food_debit_train_254,train
Albertsons 9658 Oak Pkwy Columbus43201 Oh Usa,Food,bulk_food_debit_train_255,train
DOORDASH*FALAFEL DRIVE-IN,Food,bulk_food_debit_train_256,train
PAYPAL *H Mart,Food,bulk_food_debit_train_257,train
CLV*Crepe Bar - LOS ANGELES,Food,bulk_food_debit_train_258,train
Gianteagl #7810,Food,bulk_food_debit_train_259,train
WHOLEFDS FRE #91714 NASHVILL,Food,bulk_food_debit_train_260,train
SPROUTS 2517 BROADWAY PKWY DALLAS 75201-5030TX USA,Food,bulk_food_debit_train_261,train
ASIAN SUPERMARKET 3713 CENTER LN AUSTIN 78701-2266TX USA,Food,bulk_food_debit_train_262,train
FOOD 4 LESS 4306 PHOENIX,Food,bulk_food_debit_train_263,train
ranch 99 #7131 san francisco,Food,bulk_food_debit_train_264,train
MEIJER - COLUMBUS,Food,bulk_food_debit_train_265,train
STOP&SH NAS #8587,Food,bulk_food_debit_train_266,train
Tikka Masala 4765 Elm Rd Fremont 94536-1435ca Usa,Food,bulk_food_debit_train_267,train
PAYPAL INST XFER INTELLIGENTSIA WEB ID: PAYPALSI01,Food,bulk_food_debit_train_268,train
CARDENAS*LFTFPJ7MT19,Food,bulk_food_debit_train_269,train
Luigi's Pizza*9s375dc68ufe,Food,bulk_food_debit_train_270,train
WHOLE FOODS 8622 OAK DR SAN JOSE 95101 CA USA,Food,bulk_food_debit_train_271,train
MI PUEBLO*1U3BWKZ8,Food,bulk_food_debit_train_272,train
DEL TACO 7477 CENTER LN NASHVILLE 37201-4763TN USA,Food,bulk_food_debit_train_273,train
VONS ATL #607,Food,bulk_food_debit_train_274,train
IPPUDO #592 COLUMBUS,Food,bulk_food_debit_train_275,train
PAYPAL INST XFER JOLLIBEE WEB ID: PAYPALSI12,Food,bulk_food_debit_train_276,train
HUNAN GARDEN #576 PITTSBURGH,Food,bulk_food_debit_train_277,train
TRADERJOES #06762 BOSTON,Food,bulk_food_debit_train_278,train
CLV*SMASHBURGER - COLUMBUS,Food,bulk_food_debit_train_279,train
WOK EXPRESS*J0TX50WL,Food,bulk_food_debit_train_280,train
WINCO FOODS 4363 NASHVILLE,Food,bulk_food_debit_train_281,train
MI PUEBLO 5214 PARK LN MIAMI33101 FL USA,Food,bulk_food_debit_train_282,train
LUCKY 5647 PARK RD CHARLOTTE 28201 NC USA,Food,bulk_food_debit_train_283,train
TRADER JOE'S 6110 PARK PKWY SAN DIEGO 92101-0186CA USA,Food,bulk_food_debit_train_284,train
INNOUT SEATTLE,Food,bulk_food_debit_train_285,train
99RANCH MIN #77177,Food,bulk_food_debit_train_286,train
CLV*Dave's Hot Chicken,Food,bulk_food_debit_train_287,train
ASIAN SUPERMARKET 4707 RALEIGH,Food,bulk_food_debit_train_288,train
SOMISOMI #7635 DENVER,Food,bulk_food_debit_train_289,train
CLV*FOOD FACTORY - NEWARK,Food,bulk_food_debit_train_290,train
BONCHON 220610,Food,bulk_food_debit_train_291,train
TRADER JOE'S 5356 SAN DIEGO,Food,bulk_food_debit_train_292,train
GROCERY OUTLET 9385 PARK CT TAMPA 33601 FL USA,Food,bulk_food_debit_train_293,train
RAISING CANE'S 8505 MARKET ST BROOKLYN 11201-0338NY USA,Food,bulk_food_debit_train_294,train
TST* FOOD FACTORY #423,Food,bulk_food_debit_train_295,train
Payment to: KROGER,Food,bulk_food_debit_train_296,train
SMARTFINAL #493 ORLANDO,Food,bulk_food_debit_train_297,train
PUBLIX LAS #37347,Food,bulk_food_debit_train_298,train
PIGGLY WIGGLY #16683 INDIANAPOLIS,Food,bulk_food_debit_train_299,train
SAM'S CLUB 9662 BROADWAY DR FREMONT94536 CA USA,Food,bulk_food_debit_train_300,train
BJ'S WHOLESALE 4341 ATLANTA,Food,bulk_food_debit_train_301,train
TIM HORTONS 4198 BROADWAY PKWY SEATTLE 98101 WA USA,Food,bulk_food_debit_train_302,train
CULVER'S 7114 MARKET PKWY BROOKLYN 11201-0351NY USA,Food,bulk_food_debit_train_303,train
WINCO FOODS 8033 MIAMI,Food,bulk_food_debit_train_304,train
Panda Express 8180 Center Way Austin 78701-8235tx Usa,Food,bulk_food_debit_train_305,train
DENNY'S 6038 INDUSTRIAL LN QUEENS11101 NY USA,Food,bulk_food_debit_train_306,train
ALDI*6XRDHYRVV,Food,bulk_food_debit_train_307,train
WINGSTOP 9051 INDUSTRIAL CT ATLANTA 30301-8306GA USA,Food,bulk_food_debit_train_308,train
CARL'S JR*C33N1KHVA,Food,bulk_food_debit_train_309,train
UBER EATS - NEW YORK,Food,bulk_food_debit_train_310,train
Costco Whse 7556 Main Ct Fremont 94536-4556ca Usa,Food,bulk_food_debit_train_311,train
SQ *FRESH FOOD CO - INDIANAPOLIS,Food,bulk_food_debit_train_312,train
TST* CURRY HOUSE #955,Food,bulk_food_debit_train_313,train
Postmates*din Tai Fung,Food,bulk_food_debit_train_314,train
RALPHS SAN #4353,Food,bulk_food_debit_train_315,train
PAYPAL INST XFER GRUBHUB WEB ID: PAYPALSI75,Food,bulk_food_debit_train_316,train
365 MARKET 8842 MIAMI,Food,bulk_food_debit_train_317,train
EXPRESS CHECKOUT PAYMENT: HORATIO'S,Food,bulk_food_debit_train_318,train
WOK EXPRESS 2248 BROADWAY ST NEW YORK 10001 NY USA,Food,bulk_food_debit_train_319,train
PREAPPROVED PAYMENT BILL USER PAYMENT: NORTHGATE MARKET,Food,bulk_food_debit_validation_0,validation
SAVEMART 6219 UNIVERSITY LN OAKLAND 94601-9495CA USA,Food,bulk_food_debit_validation_1,validation
cardenas 9363 los angeles,Food,bulk_food_debit_validation_2,validation
SOMISOMI 5459 PARK RD PHILADELPHIA 19101 PA USA,Food,bulk_food_debit_validation_3,validation
FOOD LION 1665 UNIVERSITY LN NEW YORK10001 NY USA,Food,bulk_food_debit_validation_4,validation
BJSWHOLESA SAN #514,Food,bulk_food_debit_validation_5,validation
SQ *sushi bar,Food,bulk_food_debit_validation_6,validation
MOCHINUT #44367 NASHVILLE,Food,bulk_food_debit_validation_7,validation
CULVER'S #6540 PITTSBURGH,Food,bulk_food_debit_validation_8,validation
SAVEMART 4073 DALLAS,Food,bulk_food_debit_validation_9,validation
NORTHGATEM SEA #1375,Food,bulk_food_debit_validation_10,validation
PHO 99,Food,bulk_food_debit_validation_11,validation
PHO SAIGON #375 AUSTIN,Food,bulk_food_debit_validation_12,validation
KBBQ HOUSE 8743 PARK ST DENVER 80201 CO USA,Food,bulk_food_debit_validation_13,validation
TRADER JOE'S*KFB3JGIUZTYU,Food,bulk_food_debit_validation_14,validation
SAVEMART #46 LAS VEGA,Food,bulk_food_debit_validation_15,validation
DAVE'S HOT CHICKEN*ALI80NXAXWE,Food,bulk_food_debit_validation_16,validation
SQ *Pizza Place - DENVER,Food,bulk_food_debit_validation_17,validation
PIGGLY WIGGLY #274,Food,bulk_food_debit_validation_18,validation
PHILZ COFFEE 7816 UNIVERSITY ST NASHVILLE 37201-6116TN USA,Food,bulk_food_debit_validation_19,validation
PAYPAL *PYPL haidilao,Food,bulk_food_debit_validation_20,validation
SMARTFINAL #4957 UNION CI,Food,bulk_food_debit_validation_21,validation
FOOD 4 LESS 9793 BROOKLYN,Food,bulk_food_debit_validation_22,validation
Natural Grocers 476 Park Way Austin78701 Tx Usa,Food,bulk_food_debit_validation_23,validation
PYPL *BURGER KING,Food,bulk_food_debit_validation_24,validation
TACO BELL - DALLAS,Food,bulk_food_debit_validation_25,validation
PREAPPROVED PAYMENT BILL USER PAYMENT: DUNKIN,Food,bulk_food_debit_validation_26,validation
RED ROBIN - NEWARK,Food,bulk_food_debit_validation_27,validation
PEKING DUCK HOUSE*W5LGSNH7AGT,Food,bulk_food_debit_validation_28,validation
PAYPAL INST XFER BJ'S WHOLESALE WEB ID: PAYPALSI82,Food,bulk_food_debit_validation_29,validation
SAKURA SUSHI 5468 MISSION PKWY DENVER 80201-6396CO USA,Food,bulk_food_debit_validation_30,validation
GROCOUTLT #45 QUEENS,Food,bulk_food_debit_validation_31,validation
PAYPAL *RANCH 99,Food,bulk_food_debit_validation_32,validation
FOOD LION #9359 PHOENIX,Food,bulk_food_debit_validation_33,validation
SQ *FOOD FACTORY #140,Food,bulk_food_debit_validation_34,validation
UBER EATS*SUSHI SPOT,Food,bulk_food_debit_validation_35,validation
PAYPAL INST XFER SHAW'S WEB ID: PAYPALSI14,Food,bulk_food_debit_validation_36,validation
TST*FOOD FACTORY - SAN DIEGO,Food,bulk_food_debit_validation_37,validation
giant eagle - nashville,Food,bulk_food_debit_validation_38,validation
SAVEMART #29006,Food,bulk_food_debit_validation_39,validation
Asian Supermarket #3081 Los Angeles,Food,bulk_food_credit_test_0,test
H MART #9992 ATLANTA,Food,bulk_food_debit_test_1,test
texas roadhouse 5276 center rd chicago60601 il usa,Food,bulk_food_credit_test_2,test
365 MARKET 8291 PHILADELPHIA,Food,bulk_food_debit_test_3,test
SQ *TEXAS ROADHOUSE,Food,bulk_food_debit_test_4,test
SAN PEDRO MARKET 4395 BROADWAY RD PITTSBURGH 15201 PA USA,Food,bulk_food_debit_test_5,test
KRISPY KREME 9898 MARKET AVE HAYWARD 94541-7271CA USA,Food,bulk_food_debit_test_6,test
Smartfinal #573 Miami,Food,bulk_food_debit_test_7,test
DIM SUM KING 6641 MISSION AVE INDIANAPOLIS 46201 IN USA,Food,bulk_food_credit_test_8,test
OUTBACK STEAKHOUSE #00411 AUSTIN,Food,bulk_food_debit_test_9,test
STOP&SHO MIN #132,Food,bulk_food_debit_test_10,test
Naan N Curry #847 Minneapolis,Food,bulk_food_debit_test_11,test
SQ *WING SHACK - COLUMBUS,Food,bulk_food_debit_test_12,test
SPROUTS COL #8580,Food,bulk_food_debit_test_13,test
PAYPAL *JACK IN THE BOX 9HFK53V3GQ,Food,bulk_food_debit_test_14,test
PUBLIX #279 SALT LAKE CITY,Food,bulk_food_debit_test_15,test
MARUGAME UDON 8436 PARK CT SAN DIEGO92101 CA USA,Food,bulk_food_debit_test_16,test
Grubhub*marugame Udon,Food,bulk_food_debit_test_17,test
PAYPAL INST XFER UBER EATS WEB ID: PAYPALSI86,Food,bulk_food_debit_test_18,test
CURRY HOUSE*D094EM3WFBC7,Food,bulk_food_debit_test_19,test
NANDO'S 3928 OAK BLVD COLUMBUS 43201-5725OH USA,Food,bulk_food_debit_test_20,test
ETHIOPIAN RESTAURANT - RALEIGH,Food,bulk_food_debit_test_21,test
DUNKIN DONUTS #1927 BOSTON,Food,bulk_food_debit_test_22,test
SQ *stix food hall,Food,bulk_food_debit_test_23,test
panda express*k37aqhb7ydnh,Food,bulk_food_debit_test_24,test
Wholefds #39915 Atlanta,Food,bulk_food_debit_test_25,test
GYRO KING*7L7Q8U26GLE,Food,bulk_food_debit_test_26,test
PAYPAL *Grocery Outlet,Food,bulk_food_debit_test_27,test
NORTHGATE MARKET 0242 SALT LAKE CITY,Food,bulk_food_debit_test_28,test
Trader Joe's 7936 Broadway Rd Las Vegas 89101-9264nv Usa,Food,bulk_food_debit_test_29,test
El Pollo Loco San Francisco 8649,Food,bulk_food_debit_test_30,test
INNOUT LAS VEGAS,Food,bulk_food_debit_test_31,test
JOLLIBEE - NEWARK,Food,bulk_food_debit_test_32,test
PORTILLO'S 6260 BROADWAY ST AUSTIN78701 TX USA,Food,bulk_food_debit_test_33,test
PAYPAL INST XFER MARKET BASKET WEB ID: PAYPALSI66,Food,bulk_food_debit_test_34,test
WINN-DIXIE 4303 RALEIGH,Food,bulk_food_debit_test_35,test
COSTCOWH #352,Food,bulk_food_debit_test_36,test
FRESHMARKE OAK #38409,Food,bulk_food_debit_test_37,test
Food4le #05033,Food,bulk_food_debit_test_38,test
Giant Eagle 8176 Main Ct Sacramento 95814 Ca Usa,Food,bulk_food_debit_test_39,test
PAYPAL INST XFER CLOUDFLARE WEB ID: PAYPALSI53,Subscriptions,bulk_subscriptions_debit_train_0,train
APPLE.COM/BILL 2786 OAK ST MINNEAPOLIS55401 MN USA,Subscriptions,bulk_subscriptions_debit_train_1,train
FASTLY 2071 MISSION LN MIAMI 33101-0705FL USA,Subscriptions,bulk_subscriptions_debit_train_2,train
Subscription Payment: SKETCH,Subscriptions,bulk_subscriptions_debit_train_3,train
chatgpt plus,Subscriptions,bulk_subscriptions_debit_train_4,train
GOOGLE *SUNO,Subscriptions,bulk_subscriptions_debit_train_5,train
Smartsheet,Subscriptions,bulk_subscriptions_debit_train_6,train
Apple.com/bill 3762 Elm Ct Orlando 32801-9208fl Usa,Subscriptions,bulk_subscriptions_debit_train_7,train
PAYPAL INST XFER GRAMMARLY WEB ID: PAYPALSI43,Subscriptions,bulk_subscriptions_debit_train_8,train
Apple.com/bill 2155 University Pkwy Tampa 33601-9840fl Usa,Subscriptions,bulk_subscriptions_debit_train_9,train
APPLE.COM/BILL 2226 UNIVERSITY CT COLUMBUS 43201 OH USA,Subscriptions,bulk_subscriptions_debit_train_10,train
Subscription Payment: NOTION,Subscriptions,bulk_subscriptions_debit_train_11,train
Netlify 3812 Main Ave Indianapolis46201 In Usa,Subscriptions,bulk_subscriptions_debit_train_12,train
PAYPAL INST XFER PELOTON WEB ID: PAYPALSI73,Subscriptions,bulk_subscriptions_debit_train_13,train
Subscription Payment: LINODE,Subscriptions,bulk_subscriptions_debit_train_14,train
GITLAB* Subscription,Subscriptions,bulk_subscriptions_debit_train_15,train
OBSIDIAN.MD* OBSIDIAN.MD Plus,Subscriptions,bulk_subscriptions_debit_train_16,train
PAYPAL INST XFER COFFEE MEETS BAGELWEB ID: PAYPALSI69,Subscriptions,bulk_subscriptions_debit_train_17,train
OPENAI* Monthly,Subscriptions,bulk_subscriptions_debit_train_18,train
Coffee Meets Bagel.com,Subscriptions,bulk_subscriptions_debit_train_19,train
FASTLY 9296 BROADWAY ST LOS ANGELES90001 CA USA,Subscriptions,bulk_subscriptions_debit_train_20,train
META VERIFIED* META VERIFIED Premium,Subscriptions,bulk_subscriptions_debit_train_21,train
PAYPAL INST XFER INSTAGRAM WEB ID: PAYPALSI10,Subscriptions,bulk_subscriptions_debit_train_22,train
GOOGLE *MIDJOURNEY,Subscriptions,bulk_subscriptions_debit_train_23,train
NORDVPN* NORDVPN Pro,Subscriptions,bulk_subscriptions_debit_train_24,train
FITBIT PREMIUM,Subscriptions,bulk_subscriptions_debit_train_25,train
